timestamp,action,obs_0
0.0,0.0,-0.163109193053223
0.1,-0.5,-0.39120667448666235
0.2,-0.47959183673469385,-0.08839154477899265
0.30000000000000004,-0.45918367346938777,-0.11336766275107063
0.4,-0.4387755102040816,-0.1487873586373948
0.5,-0.41836734693877553,-0.5045463830384236
0.6,-0.3979591836734694,-0.23122433350384675
0.7,-0.37755102040816324,0.09314771927990373
0.7999999999999999,-0.35714285714285715,-0.5448399810290399
0.8999999999999999,-0.33673469387755106,-0.630852127875621
0.9999999999999999,-0.3163265306122449,-0.42285157180416977
1.0999999999999999,-0.29591836734693877,-0.3573459908980011
1.2,-0.2755102040816327,-0.2737713207535453
1.3,-0.25510204081632654,-0.06214663833487777
1.4000000000000001,-0.23469387755102045,-0.9094603762015845
1.5000000000000002,-0.2142857142857143,-0.7211314607491333
1.6000000000000003,-0.1938775510204082,-0.7618251818363722
1.7000000000000004,-0.17346938775510207,-1.014874407031305
1.8000000000000005,-0.15306122448979592,-1.4680478073872472
1.9000000000000006,-0.13265306122448983,-1.0673695668611014
2.0000000000000004,-0.11224489795918369,-1.656571640293989
2.1000000000000005,-0.0918367346938776,-1.4240967966638194
2.2000000000000006,-0.07142857142857145,-1.6580422624935365
2.3000000000000007,-0.05102040816326536,-2.1151566493144482
2.400000000000001,-0.030612244897959218,-1.9073218713107913
2.500000000000001,-0.010204081632653073,-1.9619010573420328
2.600000000000001,0.010204081632653073,-2.674303574087154
2.700000000000001,0.030612244897959107,-2.5770056113604136
2.800000000000001,0.05102040816326525,-2.080123962181095
2.9000000000000012,0.0714285714285714,-2.96015133602512
3.0000000000000013,0.09183673469387754,-3.3544108938016564
3.1000000000000014,0.11224489795918358,-3.689012820180666
3.2000000000000015,0.13265306122448972,-4.321860502981445
3.3000000000000016,0.15306122448979587,-4.691395835205596
3.4000000000000017,0.173469387755102,-5.51385883267125
3.5000000000000018,0.19387755102040816,-5.938807972051371
3.600000000000002,0.2142857142857142,-5.904864423031992
3.700000000000002,0.23469387755102034,-6.997381567841732
3.800000000000002,0.2551020408163265,-7.30009323971361
3.900000000000002,0.2755102040816326,-8.168961445821587
4.000000000000002,0.29591836734693866,-9.177300789253747
4.100000000000001,0.3163265306122448,-9.71165686100276
4.200000000000001,0.33673469387755095,-10.860959680465987
4.300000000000001,0.3571428571428571,-11.81797789146932
4.4,0.37755102040816324,-13.254752003610646
4.5,0.3979591836734693,-14.33207459227469
4.6,0.4183673469387754,-16.08564520349135
4.699999999999999,0.43877551020408156,-17.76456152285991
4.799999999999999,0.4591836734693877,-19.21721455449528
4.899999999999999,0.47959183673469385,-21.065771454757854
4.999999999999998,0.5,-23.080553104564043
